Existing account,Duration month,Credit history,Purpose,Credit amount,Saving,Employment duration,Installment rate,Personal status,Debtors,Residential Duration,Property,Age,Installment plans,Housing,Number of credits,Job,Liable People,Telephone,Foreign worker,Classification
1,0.497944926,2,4,0.288543512,0,2,1,3,2,0.442507049,0,0.196527382,2,1,0,1,0,0,0,1
3,0,4,4,0.423026464,0,3,0.442507049,2,0,0,0,0.573383693,2,1,0.756470797,1,1,0,0,1
0,0.600307717,2,4,0.461668821,0,0,1,2,0,0.442507049,2,0.328280585,1,1,0,3,1,0,0,2
1,0.125501505,2,0,0.945133946,4,0,0,2,0,0.442507049,1,0.136570345,2,1,0,0,0,1,0,2
1,0.552626872,2,9,0.558757299,1,4,1,0,0,0.442507049,2,0.847491541,0,0,0.442507049,1,0,0,0,2
3,0.356398274,4,4,0.381398891,0,2,1,1,0,0.442507049,1,0.440289285,2,1,0.442507049,2,0,0,0,1
0,0.680542574,2,4,0.537184641,0,4,0,2,2,0.756470797,1,0.519210956,2,1,0,2,1,0,0,1
0,0.600307717,2,0,0.301340823,4,4,1,1,0,0.442507049,2,0.303718939,0,1,0,2,0,0,0,2
3,0.125501505,2,4,0.430586173,0,3,0.756470797,2,0,0.442507049,1,0.715738338,2,1,0,2,1,0,0,1
0,0.851310727,0,1,0.677293958,0,4,0.756470797,2,0,1,3,0.167148594,2,2,0.442507049,2,1,0,0,2
3,0.356398274,4,9,0.36147224,0,2,0.756470797,1,0,0.442507049,0,0.252038927,2,1,0.442507049,2,0,0,0,1
3,0.356398274,1,8,0.609890624,2,2,1,1,0,0.756470797,0,0.440289285,2,1,0,1,1,0,0,1
3,0.600307717,2,9,0.375376175,0,3,1,2,0,0,0,0.196527382,2,1,0,2,0,1,0,1
3,0.356398274,4,4,0.24464944,0,4,1,2,0,1,0,0.730006638,2,1,0.756470797,2,0,0,0,1
3,0.125501505,0,0,0.365171781,1,2,1,2,0,0,3,0.440289285,0,0,0,2,0,0,1,1
2,0.600307717,2,3,0.474334856,0,2,0.442507049,2,0,0.442507049,0,0.224797268,2,1,0,2,0,0,0,1
3,0.497944926,2,4,0.127465135,0,0,0.756470797,1,1,1,0,0.10469051,2,0,0,2,0,0,0,2
0,0.125501505,4,0,0.227498756,3,3,0.756470797,1,0,1,0,0.519210956,2,1,0.442507049,1,0,1,0,1
2,0.356398274,2,3,0.510734531,0,2,0,1,0,0.442507049,2,0.64001097,2,1,0,1,0,0,0,1
1,0.680542574,2,0,0.500053492,0,2,1,1,2,0.442507049,3,0.167148594,0,1,0,2,0,0,0,2
3,0.600307717,3,3,0.65313907,1,2,0.442507049,2,0,0.756470797,1,0.440289285,2,1,0.442507049,2,0,0,0,1
1,0.258538461,2,3,0.486691196,4,3,0.442507049,2,0,0,2,0.167148594,2,1,0,2,0,1,0,1
1,0.933015988,3,4,0.788253753,4,2,0,2,0,0,0,0.252038927,2,1,0,1,0,0,0,1
3,0.600307717,4,4,0.551670652,0,2,1,2,0,0.442507049,0,0.440289285,2,1,0.442507049,1,0,0,0,1
0,0.356398274,1,4,0.49994525,0,2,1,0,0,0,3,0.303718939,2,2,0,2,0,0,0,2
3,0.433846128,2,1,0.633312801,1,1,0,1,0,1,2,0.136570345,2,1,0,2,0,1,0,1
3,0.326542972,4,4,0.355306996,1,0,1,1,0,1,0,0.797535495,2,1,0.756470797,1,0,0,0,1
0,0.356398274,2,3,0.439457556,0,2,0.442507049,2,0,0.442507049,0,0.252038927,2,1,0,2,0,0,0,1
0,0.600307717,2,4,0.431750046,0,4,1,1,0,1,2,0.771249883,2,1,0,2,0,0,0,1
0,0.497944926,4,0,0.710094829,0,4,0.442507049,2,0,1,3,0.460812845,2,2,0.756470797,3,0,1,0,1
3,0.356398274,4,7,0.557153991,0,4,0.442507049,1,0,1,3,0.797535495,0,2,0.756470797,1,0,0,0,1
3,0.294088411,4,0,0.370329891,0,4,0.756470797,2,0,1,0,0.375112275,2,1,0.442507049,1,1,0,1,1
1,0.433846128,2,4,0.270693403,0,4,1,2,0,0.756470797,2,0.480789044,2,1,0,2,1,0,0,2
3,0.74653634,4,9,0.750381104,4,4,1,2,0,1,0,0.460812845,2,1,0.442507049,2,0,0,0,1
3,0.600307717,2,4,0.421363245,0,1,1,1,0,0.756470797,2,0.500246321,1,1,0,2,0,1,0,1
0,0.409773766,2,0,0.832677347,0,4,0,0,0,1,1,0.623901466,2,1,0,3,0,1,1,2
3,0.600307717,2,4,0.321764169,4,4,1,2,0,0.442507049,2,0.196527382,2,1,0.442507049,2,0,0,0,1
3,0.497944926,2,0,0.549755522,4,3,1,2,0,0.756470797,1,0.375112275,2,1,0,2,0,0,1,1
3,0.356398274,4,3,0.400584456,2,3,0.756470797,1,0,1,2,0.480789044,2,0,0,2,0,1,0,1
1,0.851310727,1,0,0.903460547,4,0,1,2,1,1,3,0.460812845,2,2,0,3,0,1,0,1
1,0.851310727,2,4,0.582178241,0,3,1,2,0,1,0,0.278324539,2,1,0.442507049,2,0,0,0,2
0,0.680542574,2,6,0.900166655,0,1,0,0,0,0,3,0.419187521,2,1,0,1,0,1,0,2
3,0.258538461,2,4,0.552794958,0,2,0,2,0,0.442507049,0,0.375112275,2,1,0,2,1,0,0,1
3,0.497944926,4,4,0.52603505,0,2,0.442507049,1,0,0.442507049,2,0.224797268,2,1,0.442507049,2,0,0,0,1
0,0.356398274,2,3,0.376114555,4,4,0.442507049,0,0,1,1,0.68635955,2,1,0,1,0,1,0,1
3,0.125501505,2,3,0.677596983,0,1,0,1,0,1,1,0.375112275,2,1,0,2,0,0,0,2
3,0.600307717,2,4,0.47141602,1,2,1,2,0,1,2,0.303718939,2,0,0,3,0,1,0,1
3,0.433846128,4,1,0.604495295,3,4,0.756470797,2,0,1,3,0.136570345,2,0,0.442507049,2,0,1,0,1
3,0.356398274,2,3,0.427503027,0,2,1,2,0,0.442507049,0,0.701192967,2,1,0,2,0,0,0,1
2,0.497944926,1,4,0.407611515,4,3,1,2,0,1,2,0.68635955,0,1,0,1,0,0,0,1
3,0.433846128,4,3,0.419382177,4,4,1,2,0,1,1,0.871273319,2,1,0,2,0,0,0,1
1,0.600307717,4,0,0.637307463,1,1,1,0,0,0.442507049,2,0.480789044,2,1,0,2,0,1,0,1
0,0.843619894,2,0,0.873995318,0,1,0,1,0,0,0,0.440289285,2,1,0,1,0,1,0,1
0,0.851310727,2,1,0.68636326,0,3,1,2,0,0.756470797,1,0.224797268,2,1,0,2,1,0,0,1
1,0.851310727,3,2,0.79334327,1,0,0.442507049,2,0,1,3,0.352062362,2,2,0,3,0,1,0,1
1,0.356398274,2,4,0.342463887,0,2,1,1,2,1,0,0.68635955,2,1,0.442507049,2,0,1,0,1
0,0.600307717,3,4,0.32751197,0,1,1,3,0,1,0,0.671226448,1,1,0,2,0,0,0,2
3,0.356398274,2,9,0.339031211,0,2,0.442507049,3,0,0.442507049,0,0.224797268,2,1,0,2,0,1,1,1
1,0.74653634,2,1,0.843318564,0,1,0,3,0,1,2,0.278324539,2,0,0,3,0,1,0,2
0,0.600307717,4,1,0.75458853,0,4,0.442507049,1,0,1,3,0.607437879,2,2,0.442507049,3,1,1,0,1
2,0.802590423,4,1,0.686751783,0,4,1,2,0,1,3,0.784507983,2,2,0,2,0,0,0,1
3,0.851310727,4,9,0.794781569,4,4,1,0,0,0.442507049,2,0.64001097,0,1,0.442507049,3,1,0,0,1
1,0.851310727,2,3,0.856836726,0,1,0,1,0,0.442507049,2,0.224797268,2,1,0,2,0,1,0,2
3,0.356398274,2,1,0.680804945,4,1,0,1,0,1,2,0.03654691,2,0,0,2,0,0,0,1
3,0.294088411,2,0,0.38067711,4,4,1,2,1,0.442507049,1,0.623901466,2,1,0,1,0,0,1,1
3,0.497944926,2,3,0.536537918,0,2,0.756470797,2,0,1,0,0.590604292,2,1,0,2,0,1,0,1
1,0.552626872,4,3,0.556899824,3,3,0.756470797,2,0,0.442507049,2,0.375112275,2,1,0.442507049,2,0,1,0,1
3,0.125501505,2,0,0.229583314,0,0,0,1,0,1,0,0.757752886,2,1,0,0,0,1,0,1
1,0.74653634,0,4,0.632823908,0,2,1,1,0,0,2,0.573383693,2,1,0,2,0,1,0,2
2,0.600307717,4,0,0.390757016,4,3,1,2,0,0.442507049,0,0.480789044,0,1,0.442507049,1,1,0,0,2
0,0.294088411,4,0,0.330669806,0,3,1,2,1,0.756470797,1,0.68635955,2,1,0.442507049,2,0,1,0,1
3,0.851310727,4,0,0.86070692,2,2,0.442507049,2,0,0.442507049,3,0.607437879,0,2,0,2,0,0,0,2
3,0.125501505,2,3,0.422875753,3,2,1,0,0,0.442507049,0,0.397474028,2,1,0,2,0,0,0,1
3,0.680542574,2,1,0.687478522,4,3,0.442507049,1,0,1,1,0.167148594,1,0,0,1,0,0,0,1
0,0.356398274,2,4,0.24786905,1,1,1,3,0,0.756470797,3,0.397474028,2,1,0,1,0,1,0,2
1,0.219239815,2,3,0.37146078,0,2,0.756470797,1,0,1,0,0.167148594,2,1,0,2,0,0,0,2
1,0.258538461,2,0,0.022943277,0,2,1,3,0,1,0,0.10469051,2,0,0,1,0,0,0,1
1,0.851310727,2,2,0.713536942,4,0,0.756470797,2,0,1,3,0.537707281,0,2,0,0,0,1,0,1
3,0.600307717,2,3,0.719092673,1,2,1,2,0,0,2,0.196527382,1,1,0,2,0,0,0,1
2,0.600307717,2,3,0.629434682,0,1,0.442507049,1,0,1,2,0.224797268,2,1,0,2,0,0,0,1
1,0.356398274,2,0,0.234036817,0,3,0.442507049,3,0,0.756470797,2,0.196527382,0,1,0,1,0,0,0,2
2,0,2,0,0.415368731,4,1,0,2,0,0.442507049,0,0.303718939,2,1,0,1,1,0,1,1
0,0.74653634,1,3,0.556984577,0,4,1,2,0,1,2,0.352062362,0,1,0,2,0,0,0,2
0,0.356398274,2,3,0.241713217,0,2,0.442507049,2,2,0.756470797,1,0.500246321,2,1,0,1,1,0,0,1
1,0.600307717,2,3,0.664090012,4,2,0,1,0,1,1,0.671226448,2,1,0,1,0,1,0,1
3,0.356398274,4,7,0.239403604,0,2,1,2,0,0.442507049,2,0.375112275,2,1,0.442507049,2,0,0,0,1
0,0.433846128,3,3,0.622760151,0,4,0,1,0,1,1,0.252038927,2,1,0.442507049,1,0,0,0,1
1,0.680542574,4,0,0.658569419,0,0,1,3,0,0.442507049,2,0.278324539,2,1,0.442507049,3,0,0,0,2
0,0.600307717,2,4,0.475900742,0,1,1,0,0,0.756470797,1,0.375112275,2,1,0,2,0,0,0,2
0,0.600307717,2,1,0.570482508,0,3,0.442507049,2,0,0,3,0.419187521,2,2,0,3,0,1,0,1
0,0.497944926,2,3,0.549493143,3,2,1,2,0,0.442507049,2,0.278324539,2,1,0,2,0,0,0,1
3,0.497944926,4,0,0.328418589,0,2,1,1,0,0.756470797,0,0.460812845,2,1,0.442507049,2,0,0,0,1
0,0.219239815,4,0,0.606558909,0,3,0,2,0,1,0,0.519210956,2,1,0.442507049,1,0,0,1,1
3,0.356398274,4,3,0.7310282,4,4,0.442507049,2,0,1,1,0.68635955,2,0,0,2,0,1,0,1
3,0.600307717,2,0,0.420146123,3,3,1,1,0,0.756470797,2,0.419187521,2,1,0,2,1,1,0,1
2,0.74653634,2,4,0.6705256,0,4,1,2,0,0.442507049,2,0.352062362,2,1,0,2,0,0,0,1
1,0.125501505,2,4,0.337295702,0,4,1,2,0,1,2,0.278324539,2,1,0,2,1,0,0,1
0,0.600307717,4,1,0.761588708,0,0,0.442507049,2,0,1,3,1,2,2,0.442507049,3,0,1,0,1
3,0.497944926,4,7,0.466843194,1,2,1,1,0,0.442507049,0,0.328280585,2,1,0.442507049,2,0,0,0,2
1,0.933015988,2,0,0.787939787,1,1,1,1,0,0.442507049,1,0.167148594,2,1,0,3,0,0,0,2
3,0.851310727,4,1,0.89211398,1,2,0.442507049,1,0,1,2,0.167148594,0,0,0.442507049,1,0,0,0,2
0,0.600307717,0,3,0.650829058,0,4,0.756470797,2,0,1,3,0.136570345,0,0,0.442507049,2,1,0,0,2
0,0.125501505,4,3,0.605598166,0,2,0,0,0,1,0,0.607437879,2,0,0,3,0,1,0,2
1,0.384039966,2,4,0.494689544,0,1,0.442507049,1,2,1,1,0.136570345,2,1,0,1,0,0,0,1
0,0.433846128,2,5,0.378498241,4,2,1,1,0,0.442507049,2,0.167148594,2,0,0,2,0,0,0,2
0,0.600307717,2,3,0.654146025,0,2,1,2,0,1,1,0.278324539,2,1,0,2,0,0,0,1
1,0.294088411,2,3,0.419535167,0,2,1,0,0,0.442507049,2,0.352062362,2,1,0,1,0,0,0,1
1,0.600307717,4,7,0.728689553,0,1,0.442507049,1,0,1,3,0.167148594,2,2,0.442507049,2,0,1,0,1
0,0.552626872,2,3,0.61993238,0,3,0,1,0,1,2,0.224797268,2,0,0,1,0,0,0,1
1,0.497944926,2,4,0.593531706,2,1,0,3,0,0.756470797,0,0.196527382,2,0,0,2,0,0,0,1
1,0.497944926,2,9,0.668749886,0,4,0,2,1,0,0,0.397474028,0,1,0,3,0,1,0,1
2,0.294088411,2,0,0.641529563,0,1,0,2,2,0,1,0.480789044,2,1,0,1,1,0,0,1
3,0.433846128,4,4,0.409854366,0,2,1,1,0,0.442507049,2,0.590604292,2,1,0,1,0,0,0,1
1,0.384039966,4,4,0.292800071,0,1,1,2,2,1,0,0.136570345,2,1,0.442507049,2,0,0,0,1
1,0.600307717,2,4,0.629992671,2,0,0,1,0,1,3,0.136570345,2,0,0,0,0,0,0,1
3,0.125501505,3,9,0.451228771,1,2,0,2,0,0.442507049,0,0.419187521,2,1,0.442507049,1,0,0,0,1
1,0.258538461,4,7,0.351650783,3,4,1,2,0,0.756470797,3,0.375112275,2,2,0.442507049,2,1,0,0,2
3,0.258538461,2,5,0.37127268,0,1,0,1,0,1,0,0.136570345,2,0,0,2,0,1,0,1
1,0.258538461,2,3,0.312261867,0,2,0,1,0,0.442507049,2,0.303718939,2,1,0,2,0,0,1,2
3,0.497944926,4,1,0.594687632,4,0,0.442507049,2,0,1,3,0.500246321,2,1,0,3,0,1,0,1
0,0.356398274,0,4,0.746471971,0,2,1,2,0,0.442507049,1,0.278324539,2,0,0.442507049,2,0,1,0,2
3,0.294088411,2,7,0.24786905,2,4,1,2,0,1,3,0.64001097,2,2,0,2,0,1,0,1
1,0.600307717,2,0,0.373146877,0,1,1,2,0,0.442507049,0,0.136570345,1,1,0,1,0,0,0,2
3,0.356398274,4,4,0.518860106,4,4,0,2,1,1,0,0.68635955,2,1,0,2,0,1,0,1
3,0.74653634,3,4,0.670004735,0,2,1,2,0,0.442507049,2,0.224797268,2,1,0.442507049,3,0,1,0,2
3,0.356398274,2,4,0.263031792,0,2,1,3,0,0.442507049,0,0.278324539,2,1,0,2,0,0,0,1
0,0.680542574,2,3,0.526228544,0,3,1,1,0,1,0,0.136570345,2,0,0,2,0,0,0,2
1,0.497944926,2,7,0.371836525,4,2,1,2,0,1,3,0.847491541,2,2,0,2,0,0,0,1
2,0.356398274,2,4,0.606627382,4,4,0.442507049,2,0,0.756470797,2,0.480789044,2,1,0,3,0,0,0,1
2,0.356398274,3,0,0.51032071,0,2,0.442507049,1,0,0.442507049,2,0.460812845,1,1,0.442507049,2,0,1,0,1
3,0.125501505,2,3,0.454278547,0,2,0,3,0,0.442507049,1,0.071393336,2,0,0,2,0,0,0,1
0,0.497944926,2,3,0.532619384,0,0,1,2,0,0,2,0.196527382,2,1,0,0,0,0,0,2
3,0.356398274,2,9,0.422724943,0,3,0.442507049,2,0,1,2,0.460812845,2,1,0,2,0,1,0,1
3,0.497944926,4,1,0.635621123,0,3,0.756470797,2,0,0,2,0.252038927,2,1,0.442507049,2,0,0,0,1
0,0.497944926,2,3,0.623206873,0,1,0,1,0,1,2,0.10469051,2,0,0,2,0,0,0,1
0,0.74653634,2,3,0.609823104,0,4,1,2,0,0.442507049,2,0.573383693,2,1,0,2,1,0,0,2
1,0.497944926,2,3,0.577647776,0,3,0.442507049,1,0,1,0,0.537707281,2,0,0,2,0,0,0,1
3,0.74653634,2,0,0.583618633,4,2,1,2,0,1,0,0.460812845,2,1,0,2,0,0,0,1
3,0.497944926,4,4,0.741577673,0,4,0.756470797,2,0,1,2,0.397474028,2,1,0.442507049,2,0,1,0,1
3,0.294088411,4,3,0.499620222,0,1,0,1,0,0.756470797,0,0.136570345,2,0,0.442507049,2,0,0,0,1
3,0.933015988,4,0,0.93199257,4,4,0.442507049,2,0,1,3,0.871273319,0,2,0,3,0,1,0,1
1,0.933015988,1,2,0.94873603,1,4,0.756470797,1,0,1,3,0.835311385,0,2,0.442507049,3,0,1,0,2
0,0.851310727,1,9,0.796483763,0,3,0.442507049,1,2,1,2,0.480789044,2,0,0,2,0,0,0,2
3,0.497944926,3,4,0.517759517,0,0,0.442507049,3,0,0.756470797,0,0.419187521,2,1,0.442507049,2,0,0,0,1
3,0.175307667,3,4,0.283110965,4,4,0.756470797,2,0,1,3,0.460812845,2,2,0,2,0,0,0,1
1,0.74653634,2,0,0.941312738,0,4,1,2,0,0.442507049,3,0.797535495,2,2,0,3,0,1,0,2
3,0.125501505,4,0,0.085881976,1,2,1,1,0,1,2,0.730006638,2,1,0.442507049,1,0,0,0,1
0,0.535275271,2,3,0.506668049,4,3,1,2,0,1,2,0.519210956,2,1,0,2,0,1,0,1
1,0.497944926,2,1,0.918405727,0,0,0.756470797,1,0,1,3,0.500246321,2,2,0,3,0,1,0,2
3,0.569207031,2,0,0.379953084,4,3,1,1,0,1,1,0.196527382,2,0,0,2,0,0,0,1
2,0.356398274,2,0,0.388321391,0,1,1,2,0,0,0,0.224797268,2,1,0,2,0,0,0,1
3,0.680542574,3,9,0.659825741,1,2,0.442507049,2,0,0.442507049,1,0.224797268,2,1,0.442507049,1,0,0,0,1
3,0.497944926,4,4,0.509386915,0,2,0.442507049,1,0,0,2,0.196527382,2,1,0.442507049,2,0,0,0,1
3,0.497944926,2,4,0.349594462,4,1,1,1,0,0.442507049,0,0.071393336,2,0,0,2,0,1,0,1
1,0.497944926,4,3,0.786869125,0,0,1,2,0,1,1,0.537707281,1,1,0.442507049,3,0,1,0,1
1,0.433846128,4,9,0.518360484,2,2,0.442507049,2,0,1,2,0.252038927,0,1,0,2,0,0,0,1
3,0.258538461,2,9,0.408254538,0,3,0.756470797,1,0,0.442507049,2,0.252038927,2,1,0.442507049,2,0,0,0,1
3,0.497944926,2,0,0.461285654,0,2,0.442507049,3,0,0.442507049,1,0.328280585,2,1,0,3,0,1,0,1
1,0.356398274,2,3,0.318009667,3,1,0,1,0,1,0,0,2,0,0,1,0,0,0,1
0,0.74653634,2,0,0.596124514,0,3,0.442507049,2,0,1,3,0.519210956,0,2,0,3,1,1,0,1
0,0.125501505,4,4,0.478170561,0,3,0,1,0,1,2,0.352062362,2,1,0,2,0,0,0,1
3,0.258538461,4,3,0.526228544,0,0,0.442507049,2,0,0.756470797,2,0.352062362,2,1,0,3,0,0,0,1
1,0.775615384,3,7,0.89550318,1,3,0.442507049,2,0,0.756470797,3,0.375112275,2,0,0,2,0,1,0,1
0,0.356398274,2,3,0.542294744,0,0,0.756470797,1,0,1,3,0.771249883,2,2,0,3,0,0,0,1
0,0.74653634,4,3,0.520550846,0,2,0.756470797,3,0,0.442507049,1,0.64001097,2,1,0.442507049,2,0,1,0,1
1,0.356398274,2,0,0.368813442,0,4,0,0,0,0,0,0.64001097,2,0,0.442507049,2,0,0,0,2
3,0.600307717,4,4,0.41876921,3,2,1,1,0,0,0,0.590604292,2,1,0.442507049,1,0,0,0,1
3,0.497944926,2,4,0.412075813,0,1,0.756470797,3,0,1,0,0.519210956,2,1,0,2,0,1,0,1
1,0.497944926,4,9,0.469696309,4,2,1,3,0,1,0,0.278324539,0,1,0.442507049,2,0,0,0,1
3,0.600307717,3,9,0.823961165,0,1,0.442507049,2,0,0.442507049,2,0.252038927,0,1,0.442507049,2,0,1,0,2
3,0.409773766,3,0,0.270693403,0,2,1,2,0,0.442507049,2,0.252038927,2,1,0.442507049,1,0,0,0,1
1,0.497944926,3,0,0.569601242,4,4,1,2,0,1,2,0.590604292,2,1,0,2,1,0,0,1
1,0.600307717,2,4,0.487720412,0,1,0,3,0,0,1,0.10469051,2,1,0,2,0,1,0,2
3,0.600307717,4,1,0.505084905,4,3,1,2,0,1,2,0.590604292,2,1,0.442507049,2,1,1,0,1
0,0.433846128,2,4,0.334006329,0,1,1,3,0,0.442507049,0,0.252038927,2,1,0,2,0,0,1,1
3,0.600307717,2,4,0.595119629,2,4,0.756470797,0,0,0.442507049,2,0.224797268,2,1,0,3,0,1,0,1
2,0.356398274,4,0,0.307361179,2,3,1,3,0,0.442507049,0,0.278324539,2,1,0.756470797,2,0,1,0,2
1,0.600307717,2,4,0.479356372,0,4,1,1,0,1,2,0.03654691,2,1,0,2,0,1,0,1
3,0.714997098,4,1,0.783018376,0,3,0.756470797,2,0,0.442507049,2,0.440289285,2,1,0.442507049,3,0,1,0,1
3,0.356398274,4,9,0.51493431,0,0,1,2,0,0.442507049,2,0.573383693,1,1,0.442507049,3,0,1,0,2
3,0.294088411,2,0,0.430877687,2,2,0.756470797,2,0,0.442507049,3,0.537707281,2,0,0,1,1,0,1,1
0,0.600307717,2,0,0.397073972,4,2,1,1,0,0.442507049,1,0.440289285,2,1,0,2,0,0,0,2
3,0.74653634,4,1,0.73266732,0,4,0.442507049,2,0,0.442507049,1,0.440289285,2,1,0.442507049,2,1,1,0,1
0,0.356398274,2,0,0.542384984,0,1,1,2,0,0,0,0.397474028,2,1,0,1,1,0,0,2
0,0.497944926,3,7,0.819148072,4,2,0,1,0,0.442507049,2,0.136570345,2,0,0.442507049,2,0,1,0,1
3,0.552626872,2,0,0.560015313,2,3,0,1,0,0.442507049,2,0.352062362,0,1,0,3,0,0,0,1
1,0.497944926,2,0,0.331564232,4,2,1,1,0,0.442507049,1,0.397474028,2,1,0,2,0,0,0,2
3,0.433846128,2,0,0.59156797,3,3,0.442507049,1,0,0.756470797,2,0.03654691,2,0,0,2,0,0,0,1
1,0.356398274,2,1,0.486461862,4,2,1,2,0,0.442507049,2,0.328280585,2,1,0,2,0,0,0,1
1,0.356398274,4,0,0.312019267,0,3,0.442507049,2,0,0.756470797,0,0.655781302,2,1,0.442507049,1,1,0,0,1
3,0.552626872,3,3,0.430002047,1,3,1,2,0,0.756470797,0,0.419187521,2,1,0.442507049,3,0,0,0,1
1,0.356398274,2,3,0.558336445,4,4,0,1,0,0.442507049,1,0.196527382,0,1,0,2,0,1,0,2
1,0.497944926,2,1,0.559764254,0,2,0,3,0,0.756470797,2,0.071393336,2,0,0,2,0,1,0,1
3,0.655667214,4,4,0.556730226,0,4,1,2,0,0.442507049,2,0.303718939,2,1,0.442507049,2,0,0,0,1
3,0.497944926,4,4,0.354297128,3,2,1,2,0,0.756470797,0,0.64001097,2,1,0.442507049,2,0,0,0,1
3,0.258538461,2,3,0.385329168,0,4,0,2,0,1,2,0.03654691,2,1,0,2,0,0,0,1
0,0.497944926,4,6,0.362451519,0,0,0.442507049,1,0,1,3,0.771249883,2,2,0.756470797,0,1,0,0,2
3,0.068004511,2,9,0.609958124,0,3,0,2,0,1,0,0.99007849,2,1,0,1,0,0,0,1
1,0.600307717,2,2,0.886792037,0,2,0.442507049,2,1,0.756470797,2,0.303718939,0,1,0.442507049,3,0,1,0,2
0,0.125501505,4,3,0.467839553,0,0,1,2,0,1,3,0.460812845,2,2,0.756470797,3,0,1,0,1
3,0.600307717,4,6,0.489878372,0,2,1,0,0,0.442507049,0,0.397474028,2,1,0.442507049,2,0,1,0,1
0,0.258538461,2,3,0.498533506,0,2,0.756470797,2,0,0.442507049,0,0.196527382,2,1,0,2,0,0,0,1
1,0.356398274,2,4,0.413806483,4,2,0.442507049,3,0,0,0,0.196527382,2,1,0,2,0,1,0,2
3,0.125501505,2,6,0.225395361,2,3,0.442507049,3,0,1,0,0.136570345,2,0,0,1,0,0,0,1
3,0.600307717,4,0,0.38067711,3,4,1,1,0,1,0,0.480789044,2,1,0.442507049,2,0,1,0,1
0,0.802590423,4,6,0.606284815,0,0,1,2,1,1,2,0.894323232,2,1,0.442507049,0,0,0,0,1
2,0.356398274,1,9,0.206704793,0,1,1,1,0,0,0,0.224797268,2,1,0,0,0,0,0,2
3,0.356398274,2,0,0.469326141,0,4,1,2,0,1,2,0.519210956,2,1,0,3,0,1,0,1
0,0.356398274,2,3,0.434204121,0,2,0.442507049,1,1,0.756470797,1,0.328280585,2,1,0,2,0,0,0,1
1,0.535275271,3,2,0.546852954,0,2,0.442507049,2,0,0.756470797,2,0.303718939,0,1,0.442507049,2,0,1,0,1
3,0.356398274,2,7,0.245296934,0,4,1,2,0,1,2,0.555757867,0,1,0,1,1,0,0,2
1,0.851310727,4,3,0.700872187,0,2,0.442507049,1,0,0.756470797,2,0.328280585,2,1,0,3,0,1,0,2
3,0.258538461,4,7,0.372773243,4,4,1,1,0,1,1,0.555757867,2,0,0.442507049,1,0,0,0,1
0,0.74653634,2,0,0.464081009,0,1,1,1,0,1,2,0.419187521,2,1,0,2,0,1,0,2
1,0.175307667,2,4,0.542114159,0,2,0.442507049,2,2,0.442507049,0,0.440289285,2,1,0,2,0,0,0,1
2,0.356398274,2,3,0.404206191,4,4,0.756470797,1,0,1,0,0.771249883,2,1,0,3,0,1,0,1
1,0.433846128,3,6,0.418154625,3,2,0.756470797,3,0,0.756470797,1,0.847491541,1,1,0.442507049,2,0,0,0,2
3,0.74653634,4,1,0.88109303,4,2,1,2,0,0.442507049,2,0.328280585,2,1,0,3,0,1,0,1
3,0.125501505,2,4,0.169098958,0,2,0.756470797,1,0,0,0,0.303718939,2,1,0,2,0,0,0,1
3,0.356398274,0,3,0.558083567,0,4,0.442507049,2,0,1,1,0.419187521,2,1,0.442507049,2,0,0,0,1
3,0.600307717,2,1,0.550453757,0,4,1,2,0,1,2,0.440289285,2,1,0,3,0,1,0,1
0,0.600307717,2,0,0.687768583,0,3,0.442507049,2,1,0.756470797,1,0.352062362,2,1,0,2,0,1,0,2
3,0.600307717,2,1,0.551236777,0,1,1,1,0,0,3,0.303718939,2,1,0,3,0,1,0,1
0,0.326542972,4,0,0.638922087,0,2,0.442507049,2,0,0.442507049,0,0.460812845,2,0,0.442507049,2,1,0,0,1
0,0.356398274,2,1,0.605735658,0,4,0.756470797,2,0,1,3,0.440289285,2,2,0,2,0,1,0,2
0,0.125501505,2,5,0.073367767,0,1,1,1,0,0,0,0.252038927,2,1,0,2,0,0,0,1
3,0.497944926,2,4,0.676737384,0,1,0.756470797,2,0,0.442507049,2,0.375112275,2,1,0,2,0,1,0,1
0,0.74653634,2,3,0.621286284,0,2,0,2,2,0.442507049,1,0.480789044,2,1,0,2,1,0,0,1
0,0.433846128,2,0,0.448273723,0,1,0.442507049,2,0,0.756470797,0,0.460812845,2,1,0,2,0,0,0,1
1,0.356398274,2,3,0.578885117,0,1,0.756470797,1,0,0,0,0.419187521,2,0,0,3,0,0,0,1
1,0.356398274,2,8,0.256345914,4,4,1,2,0,1,1,0.500246321,2,1,0.442507049,2,0,0,0,1
3,0.497944926,2,9,0.477336885,0,3,1,2,0,0,2,0.419187521,1,1,0.442507049,2,0,1,0,1
0,0.600307717,2,1,0.571599316,0,2,0.756470797,2,2,1,3,0.871273319,0,1,0,2,1,1,0,1
0,0.600307717,3,4,0.439738176,0,1,1,1,0,0.442507049,2,0.303718939,2,0,0,1,0,1,0,2
3,0.851310727,3,4,0.782536541,4,4,0.756470797,2,0,0.756470797,2,0.375112275,0,1,0.442507049,2,1,0,0,1
3,0.714997098,3,9,0.558504878,0,2,0.442507049,1,0,0.442507049,2,0.224797268,2,1,0.442507049,2,0,1,0,1
